prioridad,nombre_informante,domicilio,colonia,localidad,riesgo_predicho,probabilidad_alto,motivo_prioridad,score_total,requiere_atencion_prioritaria
967,Manuel Torres Nucamendi,"Calle Allende #26, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.5714,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),7,True
968,Óscar Juan Ramírez Nucamendi,"3ra Calle Norte #98, Col. Pacú",Pacú,Suchiapa,ALTO,0.556,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),6,True
969,Javier Pérez Velázquez,"Avenida Emiliano Zapata #76, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.5499,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,6,True
970,Ramón Jesús Chanona Sánchez,"3ra Calle Norte #271, Col. Centro",Centro,Suchiapa,ALTO,0.5492,riesgo familiar ALTO (modelo); integrante embarazada; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),7,True
971,Carlos Gutiérrez Velázquez,"Calle Morelos #71, Col. San José",San José,Suchiapa,ALTO,0.5126,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),7,True
972,Enrique Torres Torres,"Libramiento Norte #28, Col. Terán",Terán,Tuxtla Gutiérrez,ALTO,0.5015,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),6,True
973,Marco Sánchez García,"Calle del Río #124, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.4931,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
974,Martha Sánchez Nucamendi,"Calle Libertad #80, Col. Pacú",Pacú,Suchiapa,MEDIO,0.4872,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
975,Silvia Sánchez Chanona,"Calle Juárez #139, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.4745,integrante embarazada,7,True
976,Antonio Martínez Penagos,"1ra Calle Norte #66, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.4303,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),6,True
977,Sofía Nucamendi Jiménez,"2da Calle Norte #107, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.4238,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
978,Jesús Jiménez Espinosa,"Avenida Central #161, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,MEDIO,0.413,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
979,Enrique Miguel Ruiz Moreno,"Calle Matamoros #14, Col. Centro",Centro,Suchiapa,MEDIO,0.403,hacinamiento severo (más de 3 personas por cuarto),6,True
980,Manuel Vázquez Velázquez,"Avenida de la Juventud #202, Col. Penipak",Penipak,Tuxtla Gutiérrez,MEDIO,0.3983,menor de 5 años sin vacunas registradas,6,True
981,Teresa Morales Nucamendi,"Calle Allende #154, Col. San José",San José,Suchiapa,MEDIO,0.389,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
982,Pedro Ozuna López,"Avenida Emiliano Zapata #238, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.3883,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
983,Carmen Ruiz Morales,"Calle Hidalgo #264, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.3677,hacinamiento severo (más de 3 personas por cuarto),7,True
984,Sofía Velázquez Domínguez,"Calle Juárez #182, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.3657,menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
985,Margarita García Cruz,"5a Avenida Sur #240, Col. Centro",Centro,Tuxtla Gutiérrez,MEDIO,0.3525,integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),6,True
986,Carmen Chanona Ramírez,"Avenida Emiliano Zapata #61, Col. San José",San José,Suchiapa,MEDIO,0.3502,hacinamiento severo (más de 3 personas por cuarto),6,True
987,Sergio Nucamendi Velázquez,"Avenida 20 de Noviembre #59, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.3437,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
988,Javier Cruz Flores,"2da Calle Norte #81, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.3373,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),6,True
989,José Ruiz Gutiérrez,"Calle Libertad #214, Col. Centro",Centro,Suchiapa,MEDIO,0.3225,menor de 5 años sin vacunas registradas,6,True
990,Alejandra Coutiño Castellanos,"Calle Hidalgo #57, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.3196,hacinamiento severo (más de 3 personas por cuarto),7,True
991,Guadalupe Nucamendi Morales,"3ra Calle Norte #239, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.31,hacinamiento severo (más de 3 personas por cuarto),6,True
992,Alberto Miguel Jiménez Gómez,"2da Calle Norte #128, Col. San José",San José,Suchiapa,MEDIO,0.3039,integrante embarazada,7,True
993,Elena Penagos Moreno,"Calle Morelos #8, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.3018,menor de 5 años sin vacunas registradas,6,True
994,Juana Velázquez Cruz,"Calle 5 de Mayo #62, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.2987,integrante embarazada,6,True
995,Rosa Morales López,"Calle del Río #241, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.2935,hacinamiento severo (más de 3 personas por cuarto),6,True
996,Sofía Zenteno Velázquez,"Calle 5 de Mayo #40, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.2878,integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
997,Silvia Lucía Cruz Ruiz,"Calle Allende #233, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.2845,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
998,Luis Juan Ozuna Ozuna,"Calle Juárez #35, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.2841,hacinamiento severo (más de 3 personas por cuarto),6,True
999,Óscar Cruz Velázquez,"Calle Real #229, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.2795,menor de 5 años sin vacunas registradas,7,True
1000,Enrique Enrique Pérez Hernández,"Calle 2 Sur #191, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,MEDIO,0.277,menor de 5 años sin vacunas registradas,6,True
1001,Leticia Alejandra Penagos Coutiño,"Calle 5 de Mayo #239, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.271,hacinamiento severo (más de 3 personas por cuarto),6,True
1002,Rafael Ovando Zenteno,"Avenida Emiliano Zapata #229, Col. San Roque",San Roque,Suchiapa,MEDIO,0.2472,menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1003,Sofía Ramírez Martínez,"Calle Matamoros #46, Col. San Roque",San Roque,Suchiapa,MEDIO,0.2457,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1004,Ramón Aguilar Vázquez,"Calle Matamoros #258, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.2456,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1005,Eduardo Pérez Nucamendi,"Calle Juárez #26, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.2413,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,5,True
1006,Verónica Velázquez Domínguez,"Calle Real #190, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.241,menor de 5 años sin vacunas registradas,6,True
1007,Miguel Flores López,"Avenida 20 de Noviembre #188, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.235,menor de 5 años sin vacunas registradas,6,True
1008,Sergio Francisco Ramírez Espinosa,"Calle 1 Norte #232, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,MEDIO,0.232,menor de 5 años sin vacunas registradas,6,True
1009,José Grajales García,"Calle Real #189, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.2284,menor de 5 años sin vacunas registradas,6,True
1010,Antonio Ovando Gutiérrez,"Calle del Río #51, Col. San Roque",San Roque,Suchiapa,MEDIO,0.2275,integrante embarazada,6,True
1011,Alejandra Jiménez Jiménez,"Avenida Emiliano Zapata #113, Col. Pacú",Pacú,Suchiapa,MEDIO,0.2241,integrante embarazada,6,True
1012,José Hernández García,"Calle del Río #52, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.2238,hacinamiento severo (más de 3 personas por cuarto),6,True
1013,Rosa Gutiérrez García,"Calzada de las Etnias #276, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,MEDIO,0.2175,menor de 1 año en el hogar,6,True
1014,Carlos Francisco Ovando Chanona,"Calle Hidalgo #46, Col. San Roque",San Roque,Suchiapa,MEDIO,0.208,hacinamiento severo (más de 3 personas por cuarto),6,True
1015,Miguel Pedro Ozuna Espinosa,"Avenida 20 de Noviembre #270, Col. Pacú",Pacú,Suchiapa,MEDIO,0.2073,menor de 5 años sin vacunas registradas,6,True
1016,Verónica Morales Grajales,"3ra Calle Norte #125, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.2071,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1017,Miguel Gómez Flores,"3ra Calle Norte #248, Col. Centro",Centro,Suchiapa,MEDIO,0.2066,integrante embarazada,6,True
1018,Antonio Sergio Castellanos Sánchez,"Calle Hidalgo #183, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.2043,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1019,Miguel Jesús Zenteno Ramírez,"Avenida 20 de Noviembre #90, Col. Pacú",Pacú,Suchiapa,MEDIO,0.2041,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1020,Miguel Moreno Méndez,"1ra Calle Norte #216, Col. Centro",Centro,Suchiapa,MEDIO,0.2014,hacinamiento severo (más de 3 personas por cuarto),6,True
1021,Elena Martha Vázquez Penagos,"Calle Allende #59, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.197,hacinamiento severo (más de 3 personas por cuarto),6,True
1022,Silvia Torres López,"Calle Hidalgo #28, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.1966,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1023,Alberto Sánchez Pérez,"Calle 1 Norte #248, Col. Terán",Terán,Tuxtla Gutiérrez,MEDIO,0.1911,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1024,Sergio Jiménez Velázquez,"Calle Hidalgo #171, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1893,menor de 1 año en el hogar,6,True
1025,Martha Alejandra Sánchez García,"Avenida 20 de Noviembre #242, Col. San José",San José,Suchiapa,MEDIO,0.1884,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1026,Carmen Alejandra Morales González,"Calle Allende #108, Col. Centro",Centro,Suchiapa,MEDIO,0.1814,hacinamiento severo (más de 3 personas por cuarto),6,True
1027,Lucía Nucamendi Zenteno,"Libramiento Norte #157, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.1812,menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1028,Juana Sánchez Cruz,"Calle Allende #175, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.1802,integrante embarazada; menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1029,Rafael Morales Pérez,"5a Avenida Sur #125, Col. Centro",Centro,Tuxtla Gutiérrez,MEDIO,0.1772,integrante embarazada,6,True
1030,Guadalupe Ozuna Flores,"Calle Libertad #71, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.1758,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),6,True
1031,Alberto Jiménez Castellanos,"Calle Morelos #262, Col. Pacú",Pacú,Suchiapa,MEDIO,0.1745,hacinamiento severo (más de 3 personas por cuarto),7,True
1032,Teresa García Vázquez,"Calle Allende #74, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1742,menor de 5 años sin vacunas registradas,6,True
1033,María Velázquez Grajales,"Calle Real #280, Col. San Roque",San Roque,Suchiapa,MEDIO,0.168,hacinamiento severo (más de 3 personas por cuarto),6,True
1034,Patricia Adriana Domínguez Ruiz,"Calle Allende #253, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.1661,hacinamiento severo (más de 3 personas por cuarto),6,True
1035,José Ozuna Grajales,"Avenida de la Juventud #5, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.1624,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1036,Enrique Ovando Gómez,"Calle Central Oriente #51, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.1616,hacinamiento severo (más de 3 personas por cuarto),6,True
1037,Alejandra Ruiz Cruz,"Calle Libertad #268, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.1609,hacinamiento severo (más de 3 personas por cuarto),6,True
1038,Carmen Alejandra González Ozuna,"Calle Allende #12, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.1608,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1039,Sofía Gabriela Aguilar Gutiérrez,"Calle Hidalgo #219, Col. Pacú",Pacú,Suchiapa,MEDIO,0.1605,hacinamiento severo (más de 3 personas por cuarto),7,True
1040,Juan Hernández Aguilar,"Calle Morelos #99, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1604,menor de 5 años sin vacunas registradas,6,True
1041,Sofía López Zenteno,"Calle Juárez #76, Col. Pacú",Pacú,Suchiapa,MEDIO,0.159,integrante embarazada,6,True
1042,Juana Ovando Ramírez,"Calle Central Oriente #96, Col. Penipak",Penipak,Tuxtla Gutiérrez,MEDIO,0.158,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1043,Carlos Coutiño Sánchez,"Avenida 20 de Noviembre #64, Col. Centro",Centro,Suchiapa,MEDIO,0.1566,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1044,Juana Gutiérrez Chanona,"Calle Matamoros #35, Col. San José",San José,Suchiapa,MEDIO,0.1558,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),6,True
1045,Ramón Aguilar Velázquez,"Calle 2 Sur #86, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.1538,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1046,Silvia Castellanos Ruiz,"Calle Central Oriente #280, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,MEDIO,0.1535,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1047,Guadalupe Gutiérrez Moreno,"Calle Morelos #146, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.149,hacinamiento severo (más de 3 personas por cuarto),6,True
1048,Martha Juana Grajales Hernández,"3ra Calle Norte #127, Col. Pacú",Pacú,Suchiapa,MEDIO,0.1484,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),6,True
1049,Manuel Grajales Ruiz,"2da Calle Norte #254, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.1483,menor de 5 años sin vacunas registradas,6,True
1050,Silvia Espinosa Torres,"Calle Central Oriente #113, Col. Penipak",Penipak,Tuxtla Gutiérrez,MEDIO,0.1455,menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1051,Sergio Gutiérrez Aguilar,"2da Calle Norte #93, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1452,menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1052,Antonio Velázquez Cruz,"Calle Libertad #148, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.1443,hacinamiento severo (más de 3 personas por cuarto),6,True
1053,Juan García Gutiérrez,"Calle 1 Norte #179, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.1416,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1054,Pedro Ramón Chanona Martínez,"Calle Real #222, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.1398,hacinamiento severo (más de 3 personas por cuarto),7,True
1055,Martha Jiménez Hernández,"Calle Juárez #146, Col. San José",San José,Suchiapa,MEDIO,0.1396,menor de 5 años sin vacunas registradas,6,True
1056,José Zenteno Velázquez,"Calle Morelos #145, Col. Centro",Centro,Suchiapa,MEDIO,0.1393,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),6,True
1057,Enrique Flores Morales,"1ra Calle Norte #105, Col. Centro",Centro,Suchiapa,MEDIO,0.139,hacinamiento severo (más de 3 personas por cuarto),6,True
1058,Manuel Pedro Morales Morales,"Calle Hidalgo #125, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1388,hacinamiento severo (más de 3 personas por cuarto),6,True
1059,Guadalupe Flores Domínguez,"Calle Morelos #85, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.1381,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1060,Patricia Beatriz Coutiño García,"Calle Hidalgo #250, Col. Pacú",Pacú,Suchiapa,MEDIO,0.1374,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1061,Luis Roberto Torres Coutiño,"Calle Morelos #262, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1366,menor de 1 año en el hogar,5,True
1062,Patricia Ruiz Ruiz,"2da Calle Norte #116, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1364,hacinamiento severo (más de 3 personas por cuarto),6,True
1063,María Beatriz Moreno Martínez,"Calle Libertad #255, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1359,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1064,Marco Domínguez Méndez,"1ra Calle Norte #245, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1351,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1065,Ramón Cruz Nucamendi,"Calle Juárez #91, Col. Centro",Centro,Suchiapa,MEDIO,0.1348,hacinamiento severo (más de 3 personas por cuarto),6,True
1066,Marco Juan Sánchez Morales,"Boulevard Ángel Albino Corzo #208, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.1347,hacinamiento severo (más de 3 personas por cuarto),6,True
1067,Patricia Moreno Domínguez,"Libramiento Norte #128, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.1321,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1068,Carmen Flores Gómez,"Calle Allende #62, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.1312,menor de 5 años sin vacunas registradas,6,True
1069,Adriana Chanona Flores,"Avenida Emiliano Zapata #55, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1311,integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1070,Javier Pedro Flores Penagos,"Avenida 20 de Noviembre #113, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.1307,integrante embarazada,6,True
1071,Ramón Castellanos García,"Calle Libertad #194, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.129,integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1072,Patricia Sánchez Pérez,"Libramiento Norte #76, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,MEDIO,0.128,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1073,Manuel Roberto Ovando Grajales,"Avenida de la Juventud #103, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.1273,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1074,Eduardo Domínguez Ramírez,"Calle del Río #163, Col. Centro",Centro,Suchiapa,MEDIO,0.1268,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1075,María Verónica González Zenteno,"Calle Hidalgo #249, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.1262,hacinamiento severo (más de 3 personas por cuarto),6,True
1076,Óscar Ruiz Aguilar,"Boulevard Ángel Albino Corzo #19, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.1261,menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1077,Sofía Elena Grajales Cruz,"1ra Calle Norte #48, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1258,integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1078,Eduardo Nucamendi Ramírez,"Avenida 20 de Noviembre #243, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.125,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1079,Adriana Espinosa Castellanos,"Calle 5 de Mayo #11, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1226,menor de 5 años sin vacunas registradas,6,True
1080,Ramón Domínguez Hernández,"Calle Matamoros #230, Col. Centro",Centro,Suchiapa,MEDIO,0.1221,integrante embarazada,5,True
1081,Javier Gómez Domínguez,"Calle Real #16, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.1215,integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),6,True
1082,Enrique Ovando Flores,"Calle Libertad #216, Col. San José",San José,Suchiapa,MEDIO,0.1199,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1083,Eduardo Espinosa Penagos,"Calzada de las Etnias #222, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,MEDIO,0.1185,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1084,Javier José González Sánchez,"Boulevard Ángel Albino Corzo #88, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.1175,menor de 1 año en el hogar,6,True
1085,Guadalupe Elena Espinosa Vázquez,"Avenida Central #279, Col. Las Granjas",Las Granjas,Tuxtla Gutiérrez,MEDIO,0.1161,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1086,Óscar López Domínguez,"2da Calle Norte #205, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.1151,hacinamiento severo (más de 3 personas por cuarto),6,True
1087,Eduardo Chanona Flores,"Avenida Emiliano Zapata #237, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.1128,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1088,Miguel Coutiño Domínguez,"Calle Libertad #260, Col. Pacú",Pacú,Suchiapa,MEDIO,0.1127,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),5,True
1089,Gabriela Margarita Zenteno Moreno,"Boulevard Ángel Albino Corzo #83, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,MEDIO,0.112,hacinamiento severo (más de 3 personas por cuarto),6,True
1090,Guadalupe Verónica Ozuna Jiménez,"1ra Calle Norte #193, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.1116,hacinamiento severo (más de 3 personas por cuarto),6,True
1091,Manuel Gutiérrez González,"Calle 5 de Mayo #167, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1111,hacinamiento severo (más de 3 personas por cuarto),6,True
1092,Sergio Pérez Castellanos,"Calle Hidalgo #21, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1106,hacinamiento severo (más de 3 personas por cuarto),6,True
1093,Silvia López Gutiérrez,"3ra Calle Norte #203, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.1085,hacinamiento severo (más de 3 personas por cuarto),6,True
1094,Beatriz Claudia Zenteno Coutiño,"Calle 5 de Mayo #264, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.1079,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),5,True
1095,Eduardo González González,"Calle 5 de Mayo #278, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.1067,hacinamiento severo (más de 3 personas por cuarto),6,True
1096,Manuel Chanona Martínez,"Calzada de las Etnias #108, Col. Terán",Terán,Tuxtla Gutiérrez,MEDIO,0.1065,hacinamiento severo (más de 3 personas por cuarto),6,True
1097,José Rafael Flores Moreno,"Avenida Emiliano Zapata #276, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1054,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1098,Enrique Jesús Ozuna López,"Calle Allende #187, Col. Pacú",Pacú,Suchiapa,MEDIO,0.1043,menor de 1 año en el hogar,6,True
1099,Claudia Velázquez Méndez,"Calle Hidalgo #109, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1037,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1100,Javier Ozuna Moreno,"3ra Calle Norte #166, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.1023,hacinamiento severo (más de 3 personas por cuarto),6,True
1101,Enrique Espinosa Ramírez,"Calle Allende #271, Col. Centro",Centro,Suchiapa,MEDIO,0.1012,hacinamiento severo (más de 3 personas por cuarto),6,True
1102,Marco Velázquez Morales,"Calle Real #245, Col. San Roque",San Roque,Suchiapa,MEDIO,0.1011,hacinamiento severo (más de 3 personas por cuarto),6,True
1103,Antonio Pérez Zenteno,"Calle Juárez #174, Col. San José",San José,Suchiapa,MEDIO,0.1009,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1104,Carmen Ovando López,"3ra Calle Norte #74, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.1001,hacinamiento severo (más de 3 personas por cuarto),6,True
1105,Claudia Nucamendi Moreno,"Calle 2 Sur #96, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,MEDIO,0.0993,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1106,Carmen Martha González Ozuna,"Calle Real #88, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0991,integrante embarazada,6,True
1107,Patricia Zenteno Ramírez,"Libramiento Norte #247, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.0988,integrante embarazada,6,True
1108,Adriana Domínguez Martínez,"Avenida 20 de Noviembre #90, Col. Pacú",Pacú,Suchiapa,MEDIO,0.0987,hacinamiento severo (más de 3 personas por cuarto),6,True
1109,Adriana Gutiérrez Penagos,"Calle Matamoros #114, Col. San Roque",San Roque,Suchiapa,MEDIO,0.0983,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1110,Verónica Gómez Domínguez,"Avenida 20 de Noviembre #94, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.0963,menor de 1 año en el hogar,6,True
1111,Luis González Morales,"1ra Calle Norte #67, Col. San Roque",San Roque,Suchiapa,MEDIO,0.0955,hacinamiento severo (más de 3 personas por cuarto),6,True
